annotation_dataset	contig	gene	start_position	end_position	strandedness	AMG	rank	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags	AMG_gene_id	AMG_gene_description	AMG_category	AMG_header	AMG_subheader	AMG_module	ARAGORN_tRNA_count	ARAGORN_tRNA_species
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_33	27459	27824	-		C	slm:BIZ42_16215		slm:BIZ42_16215  hypothetical protein	False	0.634	154.0	2.861e-41														Recombination enhancement, RecA-dependent nuclease [PF16786.8]						0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_34	27824	28075	-		C	slm:BIZ42_16195		slm:BIZ42_16195  hypothetical protein	False	0.535	86.0	4.045e-18																				0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_35	28075	28635	-		C	smt:Smal_2515		smt:Smal_2515  hypothetical protein	False	0.622	220.0	9.515e-63														Replication protein P [PF06992.14]						0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_36	28652	29536	-		C	spsw:Sps_05145		spsw:Sps_05145  Helix-turn-helix domain	False	0.306	124.0	6.964e-28														Helix-turn-helix domain [PF13730.9]			VOG00624	REFSEQ helix-turn-helix domain-containing protein; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_37	29538	29852	-		C	slm:BIZ42_16180		slm:BIZ42_16180  winged helix-turn-helix domain-containing protein	False	0.739	151.0	3.047e-40																				0.0	1.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_38	29858	30049	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_39	30079	30264	-		C	xoz:BE73_14225		xoz:BE73_14225  hypothetical protein	False	0.707	89.0	7.978e-20																	VOG17851	REFSEQ hypothetical protein; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_40	30323	30796	-		C	smt:Smal_2519		smt:Smal_2519  CI repressor	False	0.51	148.0	2.213e-38														Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]						0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_41	30912	31364	+		C	xal:XALC_0188		xal:XALC_0188  hypothetical protein	False	0.677	72.0	5.213e-12																				0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_42	31306	31653	+		C	smt:Smal_2520		smt:Smal_2520  hypothetical protein	False	0.698	160.0	1.889e-43																				0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_43	31807	32058	+		E																											0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_44	32055	32294	+		E																											0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_45	32291	32491	+		E																											0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_46	32488	32631	+		E																											0.0	2.0	2.0	False									
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_47	32628	33185	+		C	slm:BIZ42_16140		slm:BIZ42_16140  hypothetical protein	False	0.737	265.0	3.061e-78																				0.0	2.0	2.0	False	F								
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_48	33182	33601	+		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_49	33594	35618	+		C	slm:BIZ42_16125		slm:BIZ42_16125  DNA methyltransferase	False	0.834	1159.0	0.0	YP_009796624.1	YP_009796624.1 DNA cytosine methylasetransferase [Pseudomonas phage PMBT3]	False	0.364	403.0	7.008e-120								C-5 cytosine-specific DNA methylase [PF00145.20]			VOG00135	sp|P34877|MTSA_LACLC Modification methylase ScrFIA; XhXp	Xp;Xh	0.0	1.0	2.0	False	F								
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_50	35627	36247	-		C	rhn:AMJ98_CH03094		rhn:AMJ98_CH03094  hypothetical protein	False	0.271	62.0	5.327e-08																				0.0	2.0	2.0	False	F								
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_51	36313	36639	+		C	buj:BurJV3_1770		buj:BurJV3_1770  hypothetical protein	False	0.637	138.0	9.141000000000001e-36																				0.0	2.0	2.0	False	F								
DRAMv	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587	Sample_54_contig_1_fragment_13_1__excised_start_5780_end_43587_len_43587_52	36820	37806	+		A	stem:CLM74_09750		stem:CLM74_09750  integrase	True	0.922	636.0	2.538e-204	YP_009639355.1	YP_009639355.1 integrase [Salinibacter virus M8CC19]	False	0.222	78.0	1.671e-14								Phage integrase family [PF00589.25]			VOG00018	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0.0	1.0	5.0	False	VF								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_1	1	990	+		C	eoj:ECO26_3719		eoj:ECO26_3719  hypothetical protein	False	0.257	61.0	3.758e-07																				0.0	2.0	5.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_2	987	2219	-		C	xve:BJD12_18215		xve:BJD12_18215  integrase	False	0.693	435.0	4.875999999999999e-133																	VOG00018	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0.0	1.0	4.0	False	VF								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_3	2238	2459	-		C	xve:BJD12_18220		xve:BJD12_18220  hypothetical protein	False	0.678	103.0	2.986e-24																				0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_4	2456	2635	-		C	pvr:PverR02_21200		pvr:PverR02_21200  hypothetical protein	False	0.816	102.0	3.8409999999999996e-24																				0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_5	2628	2852	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_6	2845	3093	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_7	3086	3313	-		C	rah:Rahaq_4975		rah:Rahaq_4975  hypothetical protein	False	0.518	74.0	3.797e-14																				0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_8	3306	3569	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_9	3566	4789	-		C	xau:Xaut_3671		xau:Xaut_3671  hypothetical protein	False	0.491	128.0	4.292e-28	YP_009801033.1	YP_009801033.1 hypothetical protein HOT16_gp57 [Xanthomonas phage Carpasina]	False	0.468	111.0	9.463e-25											VOG23112	REFSEQ hypothetical protein; Xu	Xu	0.0	1.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_10	4786	5025	-		E																											0.0	2.0	2.0	False	F								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_11	5025	5837	-		C	paeg:AI22_27890		paeg:AI22_27890  DNA methyltransferase	False	0.604	295.0	2.773e-87	YP_009796624.1	YP_009796624.1 DNA cytosine methylasetransferase [Pseudomonas phage PMBT3]	False	0.285	132.0	6.187999999999999e-33								C-5 cytosine-specific DNA methylase [PF00145.20]						0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_12	5834	6979	-		C	slm:BIZ42_16125		slm:BIZ42_16125  DNA methyltransferase	False	0.577	442.0	5.038e-136	YP_009796624.1	YP_009796624.1 DNA cytosine methylasetransferase [Pseudomonas phage PMBT3]	False	0.446	290.0	1.1870000000000001e-85								C-5 cytosine-specific DNA methylase [PF00145.20]						0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_13	6972	7670	-		C	smz:SMD_1596		smz:SMD_1596  hypothetical protein	False	0.948	406.0	1.845e-126																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_14	7667	8059	-		E																								VOG11261	REFSEQ hypothetical protein; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_15	8067	8555	-		C	smz:SMD_1597		smz:SMD_1597  hypothetical protein	False	0.957	326.0	4.394e-100																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_16	8552	8791	-		C	smz:SMD_1598		smz:SMD_1598  hypothetical protein	False	0.973	164.0	1.3989999999999999e-45	YP_010106750.1	YP_010106750.1 hypothetical protein KNU94_gp69 [Xanthomonas phage FoX2]	False	0.578	66.0	1.626e-13														0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_17	8788	9114	-		C	smz:SMD_1599		smz:SMD_1599  hypothetical protein	False	0.931	213.0	7.479e-62																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_18	9111	9383	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_19	9399	9719	-		C	xga:BI317_09705		xga:BI317_09705  hypothetical protein	False	0.528	98.0	4.566999999999999e-22																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_20	9722	9871	-		C	buj:BurJV3_1432		buj:BurJV3_1432  hypothetical protein	False	0.798	78.0	4.337e-16																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_21	9868	10188	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_22	10185	10409	-		C	smz:SMD_1600		smz:SMD_1600  hypothetical protein	False	0.926	146.0	3.149e-39																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_23	10686	10979	+		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_24	10989	11342	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_25	11296	11829	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_26	11907	12233	+		D																					Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]						0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_27	12241	12486	-		E																											0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_28	12555	13085	+		C	smz:SMD_1601		smz:SMD_1601  conserved hypothetical protein	False	0.952	238.0	3.054e-69														Phage regulatory protein CII (CP76) [PF06892.14]			VOG00937	sp|P21316|YR7B_ECOLX Putative uncharacterized protein ORFB in retron EC67; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_29	13299	13511	+		C	xve:BJD12_18310		xve:BJD12_18310  hypothetical protein	False	0.602	77.0	3.233e-15																				0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_30	13511	14572	+		C	xve:BJD12_18315		xve:BJD12_18315  DNA primase	False	0.668	463.0	8.679e-144	YP_010037878.1	YP_010037878.1 putative primase [Ralstonia phage phiRSP]	False	0.34	111.0	2.842e-25								CHC2 zinc finger [PF01807.23]; Domain of unknown function (DUF6371) [PF19898.2]						0.0	2.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_31	14768	16144	+		C	xve:BJD12_18325		xve:BJD12_18325  virulence factor	False	0.819	778.0	7.847000000000001e-251	YP_009010739.1	YP_009010739.1 virulence-associated protein E [Croceibacter phage P2559Y]	False	0.31	196.0	2.077e-52								Virulence-associated protein E [PF05272.14]			VOG00129	REFSEQ hypothetical protein; Xu	Xu	0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_32	16546	17079	+		C	cuh:BJN34_12825		cuh:BJN34_12825  DNA packaging Nu1	False	0.588	174.0	4.825999999999999e-47														Phage DNA packaging protein Nu1 [PF07471.15]						0.0	1.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_33	17076	18560	+		C	adn:Alide_3553		adn:Alide_3553  terminase GpA	False	0.702	644.0	8.217e-204	YP_009909494.1	YP_009909494.1 Phage terminase, large subunit [Escherichia virus Lambda_1H12]	False	0.421	324.0	2.1299999999999997e-95								Phage terminase large subunit gpA, ATPase domain [PF05876.15]; Terminase large subunit gpA, endonuclease domain [PF20454.1]						0.0	0.0	2.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_34	18536	19165	+		C	adn:Alide_3553		adn:Alide_3553  terminase GpA	False	0.693	250.0	7.608e-73	YP_010037884.1	YP_010037884.1 putative large terminase subunit [Ralstonia phage phiRSP]	False	0.287	68.0	5.094e-12								Terminase large subunit gpA, endonuclease domain [PF20454.1]						0.0	2.0	1.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_35	19162	19491	+		E																											0.0	2.0	1.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_36	19650	19856	+		C	xve:BJD12_18345		xve:BJD12_18345  primosomal replication protein PriB/PriC domain protein	False	0.565	71.0	2.513e-13														Family of unknown function (DUF6148) [PF19645.2]			VOG04297	REFSEQ hypothetical protein; Xu	Xu	0.0	1.0	1.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_37	19843	21369	+		C	xfl:P303_08020		xfl:P303_08020  hypothetical protein	False	0.605	586.0	1.723e-183	YP_001700565.1	YP_001700565.1 putative bacteriophage portal protein [Salmonella phage Fels-1]	False	0.435	376.0	3.52e-113								Phage portal protein, lambda family [PF05136.16]			VOG00946	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xp;Xr;Xs	0.0	0.0	1.0	False	V								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_38	21366	23672	+		C	xfh:XFHB_02100		xfh:XFHB_02100  peptidase S14	False	0.528	741.0	2.912e-232	YP_001700678.1	YP_001700678.1 bacteriophage Clp protease involved in capsid processing [Phage Gifsy-2]	False	0.241	225.0	2.675e-59	MER0248681	S14	MER0248681 - family S14 non-peptidase homologues (Serratia sp. AS12) [S14.UNW]#S14#{peptidase unit: 35-668}~source YP_004501835~	False	0.249	232.0	3.673e-61	Clp protease [PF00574.26]; Mu-like prophage major head subunit gpT [PF10124.12]			VOG06264	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0.0	0.0	1.0	False	VP								
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_39	23755	24114	+		C	xve:BJD12_18360		xve:BJD12_18360  hypothetical protein	False	0.405	80.0	1.64e-15														Uncharacterized conserved protein (DUF2190) [PF09956.12]			VOG01177	REFSEQ DUF2190 family protein; Xu	Xu	0.0	1.0	1.0	False									
DRAMv	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315	Sample_55_contig_3_0_partial_1__excised_start_1_end_39857_len_64315_40	24193	24624	+		C	smz:SMD_1609		smz:SMD_1609  Phage capsid and scaffold	False	0.891	268.0	3.451e-80	YP_010084150.1	YP_010084150.1 hypothetical protein KMD63_gp19 [Vibrio phage 1.249.A._10N.261.55.B9]	False	0.517	130.0	1.502e-34											VOG06258	sp|Q9XJR2|P5_BPPM2 Protein P5; Xs	Xs	0.0	0.0	1.0	False	V								
